pl_name,hostname,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff
GJ 414 A c,GJ 414 A,2,0,749.83000000,1.400000,8.400,0.749,53.83000,0.16937,Msini,0.499000,K7 V,4120.00
GJ 422 b,GJ 422,1,0,20.12900000,0.111000,3.330,0.297,11.07000,0.03483,Msini,1.650000,M3.5 V,3323.00
GJ 4276 b,GJ 4276,1,0,13.35200000,0.082000,4.220,0.377,16.57000,0.05213,Msini,1.210000,M4.0,3387.00
GJ 433 b,GJ 433,3,0,7.37050000,0.062000,2.330,0.208,6.04300,0.01901,Msini,2.630000,M1.5 V,3461.00
GJ 433 c,GJ 433,3,0,5094.10500000,4.819000,6.270,0.560,32.42200,0.10201,Msini,0.723000,M1.5 V,3472.00
GJ 433 d,GJ 433,3,0,36.05900000,0.178000,2.140,0.191,5.22300,0.01643,Msini,2.930000,M2V,3461.00
GJ 436 b,GJ 436,1,0,2.64388312,0.029100,4.170,0.372,22.10000,0.07000,Mass,1.800000,M2.5 V,3586.11
GJ 463 b,GJ 463,1,0,3448.00000000,3.530000,13.000,1.160,1144.18227,3.60000,Mass,2.860000,M3 V,3540.00
GJ 480 b,GJ 480,1,0,9.56700000,0.068000,3.690,0.330,13.20000,0.04153,Msini,1.440000,M3.5 Ve,3381.00
GJ 486 b,GJ 486,1,0,1.46711900,0.017340,1.305,0.116,2.82000,0.00887,Mass,7.000000,M3.5 V,3340.00
GJ 514 b,GJ 514,1,0,140.43000000,0.422000,2.130,0.190,5.20000,0.01636,Msini,2.960000,M0.5-1.0 V,3728.00
GJ 536 b,GJ 536,1,0,8.70760000,0.066610,2.170,0.194,5.36000,0.01686,Msini,2.880000,M1 V,3685.00
GJ 581 b,GJ 581,3,0,5.36860000,0.040610,4.110,0.366,15.80000,0.04970,Msini,1.250000,M3 V,3396.00
GJ 581 c,GJ 581,3,0,12.91400000,0.072100,2.210,0.197,5.50000,0.01730,Msini,2.800000,M3 V,3396.00
GJ 581 e,GJ 581,3,0,3.14900000,0.028150,1.170,0.104,1.70000,0.00530,Msini,5.830000,M3 V,3396.00
GJ 625 b,GJ 625,1,0,14.62800000,0.078361,1.490,0.133,2.82000,0.00887,Msini,4.680000,M2,3499.00
GJ 649 b,GJ 649,1,0,600.10000000,1.112000,10.800,0.966,81.99973,0.25800,Msini,0.358000,M1.0,3734.00
GJ 667 C b,GJ 667 C,5,0,7.20300000,0.050431,2.250,0.201,5.68000,0.01789,Msini,2.740000,M1.5 V,3350.00
GJ 667 C c,GJ 667 C,5,0,28.14000000,0.125000,1.770,0.158,3.80000,0.01200,Msini,3.770000,M1.5 V,3350.00
GJ 674 b,GJ 674,1,0,4.69380000,0.039000,3.330,0.297,11.09000,0.03500,Msini,1.650000,M2.5,3600.00
GJ 676 A b,GJ 676 A,4,0,1051.44521000,1.735000,12.800,1.140,1840.86213,5.79200,Mass,4.820000,M0 V,3734.00
GJ 676 A c,GJ 676 A,4,0,13921.42302000,9.726000,12.300,1.100,4288.14087,13.49200,Mass,12.700000,M0,4006.03
GJ 676 A d,GJ 676 A,4,0,3.60076000,0.039000,1.780,0.159,3.81394,0.01200,Msini,3.720000,M0 V,4006.03
GJ 676 A e,GJ 676 A,4,0,35.47358000,0.181000,2.470,0.221,6.67440,0.02100,Msini,2.430000,M0 V,4006.03
GJ 680 b,GJ 680,1,0,17281.66514000,10.138000,12.000,1.070,7977.49302,25.10000,Mass,25.400000,K5,3563.00
GJ 682 b,GJ 682,2,0,17.47800000,0.080000,1.930,0.173,4.40000,0.01384,Msini,3.360000,M3.5 V,3028.00
GJ 682 c,GJ 682,2,0,57.32000000,0.176000,2.890,0.258,8.70000,0.02737,Msini,1.980000,M3.5 V,3028.00
GJ 685 b,GJ 685,1,0,24.16000000,0.134400,2.950,0.263,9.00000,0.02832,Msini,1.930000,M0.5,3816.00
GJ 687 b,GJ 687,2,0,38.14200000,0.163000,4.320,0.385,17.20000,0.05412,Msini,1.170000,M3 V,3413.00
GJ 687 c,GJ 687,2,0,727.56200000,1.165000,4.140,0.369,16.00000,0.05034,Msini,1.240000,M3.0V,3413.00
GJ 720 A b,GJ 720 A,1,0,19.46600000,0.119000,3.770,0.336,13.64000,0.04292,Msini,1.400000,M0.5 V,3837.00
GJ 724 b,GJ 724,1,0,5.10128400,0.046850,3.270,0.292,10.75000,0.03382,Msini,1.690000,M1.0 V,3799.00
GJ 740 b,GJ 740,1,0,2.37756000,0.029000,1.530,0.137,2.96000,0.00931,Msini,4.540000,M1.0 V,3913.00
GJ 806 b,GJ 806,2,0,0.92632370,0.014060,1.331,0.119,1.90000,0.00598,Mass,4.400000,M1.5 V,3600.00
GJ 806 c,GJ 806,2,0,6.64064000,0.052300,2.280,0.203,5.80000,0.01825,Msini,2.690000,M1.5 V,3600.00
GJ 832 b,GJ 832,1,0,3853.00000000,3.700000,13.800,1.230,314.65012,0.99000,Mass,0.658000,M2/3 V,3472.00
GJ 849 b,GJ 849,2,0,1925.31000000,2.320000,13.900,1.240,283.82077,0.89300,Msini,0.581000,M3.5,3467.00
GJ 849 c,GJ 849,2,0,5990.00000000,4.950000,13.800,1.230,314.65012,0.99000,Msini,0.658000,M3.5,3467.00
GJ 86 b,GJ 86,1,0,15.76491000,0.110000,12.900,1.150,1404.80860,4.42000,Msini,3.600000,K1V,5182.00
GJ 876 b,GJ 876,4,0,61.11660000,0.208317,13.300,1.190,723.22350,2.27560,Mass,1.690000,M4 V,3293.74
GJ 876 c,GJ 876,4,0,30.08810000,0.129590,14.000,1.250,226.98460,0.71420,Mass,0.455000,M4 V,3293.74
GJ 876 d,GJ 876,4,0,1.93778000,0.020807,2.510,0.224,6.83000,0.02100,Mass,2.370000,M4 V,3293.74
GJ 876 e,GJ 876,4,0,124.26000000,0.334300,3.920,0.350,14.60000,0.04600,Mass,1.330000,M2.5V,3271.00
GJ 887 b,GJ 887,2,0,9.26200000,0.068000,1.880,0.168,4.20000,0.01321,Msini,3.470000,M1 V,3688.00
GJ 887 c,GJ 887,2,0,21.78900000,0.120000,2.670,0.238,7.60000,0.02391,Msini,2.190000,M1 V,3688.00
GJ 896 A b,GJ 896 A,1,0,284.39000000,0.639650,13.300,1.190,718.29220,2.26000,Mass,1.680000,M3.5 V,3345.00
GJ 9066 c,GJ 9066,1,0,771.36000000,0.880000,9.600,0.856,66.74397,0.21000,Msini,0.415000,M5.0 V,3154.00
GJ 9404 b,GJ 9404,1,0,13.45860000,0.094300,3.480,0.310,11.90000,0.03744,Msini,1.550000,M2V,3811.00
GJ 96 b,GJ 96,1,0,73.94000000,0.291000,4.670,0.417,19.66000,0.06186,Msini,1.060000,M2,3785.00
GJ 9689 b,GJ 9689,1,0,18.27000000,0.113900,3.070,0.274,9.65000,0.03036,Msini,1.830000,M0.5,3836.00
GJ 9714 b,GJ 9714,1,0,19240.75467000,12.319000,12.500,1.120,2988.54051,9.40300,Mass,8.410000,K5V,4263.00
GJ 9827 b,GJ 9827,3,0,1.20897400,0.018900,1.440,0.128,4.28000,0.01347,Mass,7.858000,K7 V,4236.00
GJ 9827 c,GJ 9827,3,0,3.64810300,0.039500,1.130,0.101,1.86000,0.00585,Mass,7.142000,K7 V,4236.00
GJ 9827 d,GJ 9827,3,0,6.20181200,0.056300,1.890,0.169,3.02000,0.00950,Mass,2.454000,K7 V,4236.00
GPX-1 b,GPX-1,1,0,1.74457900,0.033800,16.477,1.470,6261.21962,19.70000,Mass,8.222423,F2,7000.00
Gaia-1 b,Gaia-1,1,0,3.05252400,0.040470,13.776,1.229,533.95172,1.68000,Mass,1.120000,,5470.00
Gaia-2 b,Gaia-2,1,0,3.69152240,0.046700,14.818,1.322,259.66581,0.81700,Mass,0.439000,,5720.00
Gl 378 b,Gl 378,1,0,3.82200000,0.039435,3.660,0.327,13.02000,0.04097,Msini,1.460000,M1,3879.00
Gl 49 b,Gl 49,1,0,13.85080000,0.090500,2.240,0.200,5.63000,0.01771,Msini,2.750000,M1.5 V,3805.00
Gl 686 b,Gl 686,1,0,15.53000000,0.091000,2.460,0.220,6.62400,0.02084,Msini,2.450000,M1.0 V,3656.00
HAT-P-1 b,HAT-P-1,1,0,4.46529976,0.055610,14.785,1.319,166.86075,0.52500,Mass,0.282000,G0 V,5980.00
HAT-P-11 b,HAT-P-11,2,0,4.88780244,0.052540,4.360,0.389,26.69772,0.08400,Mass,1.680000,K4,4780.00
HAT-P-11 c,HAT-P-11,2,0,3407.00000000,4.130000,13.300,1.190,731.00900,2.30000,Mass,1.710000,K4,4780.00
HAT-P-12 b,HAT-P-12,1,0,3.21305980,0.038400,10.749,0.959,67.05900,0.21100,Mass,0.319200,K4,4650.00
HAT-P-13 b,HAT-P-13,2,0,2.91625000,0.043830,14.258,1.272,270.46200,0.85100,Mass,0.362000,G4,5653.00
HAT-P-13 c,HAT-P-13,2,0,446.27000000,1.258000,12.300,1.100,4538.42100,14.28000,Msini,13.400000,G4,5653.00
HAT-P-14 b,HAT-P-14,1,0,4.62767000,0.059600,15.917,1.420,1093.33520,3.44000,Mass,1.560000,F5 V,6600.00
HAT-P-15 b,HAT-P-15,1,0,10.86350000,0.096500,11.882,1.060,616.59020,1.94000,Mass,1.960000,G5,5568.00
HAT-P-16 b,HAT-P-16,1,0,2.77596000,0.041300,14.448,1.289,1332.60500,4.19300,Mass,2.420000,F8,6158.00
HAT-P-17 b,HAT-P-17,2,0,10.33852000,0.088200,11.769,1.050,184.34140,0.58000,Mass,0.640000,K,5246.00
HAT-P-17 c,HAT-P-17,2,0,5584.00000000,5.600000,13.100,1.170,1080.60000,3.40000,Msini,2.640000,K,5336.96
HAT-P-18 b,HAT-P-18,1,0,5.50802300,0.055900,11.153,0.995,62.61000,0.19700,Mass,0.250000,K2,4803.00
HAT-P-19 b,HAT-P-19,1,0,4.00878322,0.045990,11.299,1.008,88.03847,0.27700,Mass,0.335000,K1,4962.00
HAT-P-2 b,HAT-P-2,2,0,5.63351580,0.068140,12.663,1.130,2866.81223,9.02000,Mass,7.290000,F8,6380.00
HAT-P-20 b,HAT-P-20,1,0,2.87531700,0.036100,9.718,0.867,2302.89900,7.24600,Mass,13.780000,K3,4595.00
HAT-P-21 b,HAT-P-21,1,0,4.12448000,0.049400,12.442,1.110,1547.83210,4.87000,Mass,4.600000,G3,5588.00
HAT-P-22 b,HAT-P-22,1,0,3.21222000,0.041400,12.890,1.150,785.04010,2.47000,Mass,2.140000,G5 V,5302.00
HAT-P-23 b,HAT-P-23,1,0,1.21288400,0.023200,15.334,1.368,664.23700,2.09000,Mass,1.010000,G0,5905.00
HAT-P-24 b,HAT-P-24,1,0,3.35524000,0.046510,14.572,1.300,238.37250,0.75000,Mass,0.440000,F8,6373.00
HAT-P-25 b,HAT-P-25,1,0,3.65281514,0.046600,12.722,1.135,180.84527,0.56900,Mass,0.483000,G5,5519.00
HAT-P-26 b,HAT-P-26,1,0,4.23452000,0.047900,7.062,0.630,22.24810,0.07000,Mass,0.400000,K1,5079.00
HAT-P-27 b,HAT-P-27,1,0,3.03957700,0.040000,11.430,1.020,197.05000,0.62000,Mass,0.760000,G8,5316.00
HAT-P-28 b,HAT-P-28,1,0,3.25721500,0.043400,13.585,1.212,198.95300,0.62600,Mass,0.440000,G3,5680.00
HAT-P-29 b,HAT-P-29,1,0,5.72319000,0.066700,13.115,1.170,279.69040,0.88000,Mass,0.790000,F8,6087.00
HAT-P-3 b,HAT-P-3,1,0,2.89970000,0.038660,10.536,0.940,206.58950,0.65000,Mass,0.855000,K,5185.00
HAT-P-30 b,HAT-P-30,1,0,2.81060000,0.041900,16.141,1.440,263.79890,0.83000,Mass,0.309000,F7,6304.00
HAT-P-31 b,HAT-P-31,1,0,5.00542000,0.061000,12.218,1.090,721.47410,2.27000,Mass,2.180000,,6065.00
HAT-P-32 b,HAT-P-32,1,0,2.15000820,0.033970,22.194,1.980,216.12440,0.68000,Mass,0.108000,,6001.00
HAT-P-33 b,HAT-P-33,1,0,3.47447000,0.049950,20.737,1.850,292.40360,0.92000,Mass,0.200000,F4,6446.00
HAT-P-34 b,HAT-P-34,1,0,5.45265400,0.067740,13.417,1.197,1058.37390,3.33000,Mass,2.500000,,6442.00
HAT-P-35 b,HAT-P-35,1,0,3.64670600,0.049780,14.930,1.332,335.62848,1.05600,Mass,0.550000,,6096.00
HAT-P-36 b,HAT-P-36,1,0,1.32734683,0.024100,14.314,1.277,587.41341,1.84820,Mass,1.175000,G5 V,5620.00
HAT-P-37 b,HAT-P-37,1,0,2.79743600,0.037900,13.204,1.178,371.52800,1.16900,Mass,0.890000,,5500.00
HAT-P-38 b,HAT-P-38,1,0,4.64038200,0.052300,9.247,0.825,84.85700,0.26700,Mass,0.590000,G5,5330.00
HAT-P-39 b,HAT-P-39,1,0,3.54387000,0.050900,17.609,1.571,190.37200,0.59900,Mass,0.190000,,6430.00
HAT-P-4 b,HAT-P-4,1,0,3.05653600,0.044380,14.280,1.274,213.25500,0.67100,Mass,0.403000,F,5860.00
HAT-P-40 b,HAT-P-40,1,0,4.45724000,0.060800,17.038,1.520,152.55840,0.48000,Mass,0.150000,,6080.00
HAT-P-41 b,HAT-P-41,1,0,2.69405000,0.042580,22.978,2.050,378.21770,1.19000,Mass,0.204000,,6390.00
HAT-P-42 b,HAT-P-42,1,0,4.64187800,0.057500,14.348,1.280,331.80100,1.04400,Mass,0.610000,,5743.00
HAT-P-43 b,HAT-P-43,1,0,3.33264140,0.044400,13.630,1.216,210.39500,0.66200,Mass,0.390000,F9,5693.00
HAT-P-44 b,HAT-P-44,2,0,4.30121900,0.050700,13.922,1.242,111.87100,0.35200,Mass,0.230000,,5295.00
HAT-P-44 c,HAT-P-44,2,0,872.20000000,1.752000,13.000,1.160,1271.30000,4.00000,Msini,3.180000,,5295.00
HAT-P-45 b,HAT-P-45,1,0,3.12899200,0.045200,15.984,1.426,283.49200,0.89200,Mass,0.380000,,6330.00
HAT-P-46 b,HAT-P-46,1,0,4.46312900,0.057700,14.392,1.284,156.68400,0.49300,Mass,0.280000,,6120.00
HAT-P-49 b,HAT-P-49,1,0,2.69155000,0.043780,17.822,1.590,699.22600,2.20000,Mass,0.750000,F,6820.00
HAT-P-5 b,HAT-P-5,1,0,2.78849000,0.040730,13.563,1.210,311.47340,0.98000,Mass,0.642000,G,5960.00
HAT-P-50 b,HAT-P-50,1,0,3.12201090,0.045300,14.437,1.288,429.07050,1.35000,Mass,0.780000,F5,6280.00
HAT-P-51 b,HAT-P-51,1,0,4.21802091,0.050420,13.507,1.205,97.57332,0.30700,Mass,0.218000,G7,5453.00
HAT-P-52 b,HAT-P-52,1,0,2.75359530,0.036940,11.310,1.009,259.98494,0.81800,Mass,0.980000,K1,5131.00
HAT-P-53 b,HAT-P-53,1,0,1.96162410,0.031590,14.773,1.318,471.65972,1.48400,Mass,0.800000,,5956.00
HAT-P-54 b,HAT-P-54,1,0,3.79984700,0.041170,10.581,0.944,241.55080,0.76000,Mass,1.118000,K7,4390.00
HAT-P-55 b,HAT-P-55,1,0,3.58523130,0.046280,14.841,1.324,189.42573,0.59600,Mass,0.318000,,5804.00
HAT-P-56 b,HAT-P-56,1,0,2.79083000,0.042300,16.926,1.510,734.18730,2.31000,Mass,0.750000,F8,6566.00
HAT-P-57 b,HAT-P-57,1,0,2.46530000,0.040600,19.504,1.740,448.14030,1.41000,Mass,0.332000,A8 V,6330.00
HAT-P-58 b,HAT-P-58,1,0,4.01383790,0.049940,14.930,1.332,118.23217,0.37200,Mass,0.194000,,6078.00
HAT-P-59 b,HAT-P-59,1,0,4.14197710,0.050640,12.588,1.123,489.45575,1.54000,Mass,1.347000,,5678.00
HAT-P-6 b,HAT-P-6,1,0,3.85298000,0.052390,16.589,1.480,419.53560,1.32000,Mass,0.558000,,6570.00
HAT-P-60 b,HAT-P-60,1,0,4.79478130,0.062770,18.282,1.631,182.43351,0.57400,Mass,0.164000,,6212.00
HAT-P-61 b,HAT-P-61,1,0,1.90231289,0.030100,10.077,0.899,335.94463,1.05700,Mass,1.800000,,5587.00
HAT-P-62 b,HAT-P-62,1,0,2.64532350,0.037720,12.027,1.073,241.86742,0.76100,Mass,0.770000,,5629.00
HAT-P-63 b,HAT-P-63,1,0,3.37772800,0.042940,12.543,1.119,195.14664,0.61400,Mass,0.540000,,5400.00
HAT-P-64 b,HAT-P-64,1,0,4.00723200,0.053870,19.089,1.703,184.34048,0.58000,Mass,0.144000,,6457.00
HAT-P-65 b,HAT-P-65,1,0,2.60544751,0.040420,18.058,1.611,176.07694,0.55400,Mass,0.164000,G2,5872.00
HAT-P-66 b,HAT-P-66,1,0,2.97208600,0.043630,17.822,1.590,248.86089,0.78300,Mass,0.242000,G0,6002.00
HAT-P-67 b,HAT-P-67,1,0,4.81010250,0.065050,23.371,2.085,108.06220,0.34000,Mass,0.052000,,6406.00
HAT-P-68 b,HAT-P-68,1,0,2.29840551,0.029960,12.016,1.072,230.10892,0.72400,Mass,0.727000,K,4508.00
HAT-P-69 b,HAT-P-69,1,0,4.78694910,0.065550,18.786,1.676,1137.83140,3.58000,Mass,1.020000,,7394.00
HAT-P-7 b,HAT-P-7,1,0,2.20474000,0.036760,16.926,1.510,584.80720,1.84000,Mass,0.712000,,6389.00
HAT-P-70 b,HAT-P-70,1,0,2.74432452,0.047390,20.961,1.870,2154.88740,6.78000,Mass,1.540000,,8450.00
HAT-P-8 b,HAT-P-8,1,0,3.07634000,0.044960,15.693,1.400,406.82240,1.28000,Mass,0.568000,F6,6200.00
HAT-P-9 b,HAT-P-9,1,0,3.92281072,0.052870,15.614,1.393,238.05467,0.74900,Mass,0.342000,F7,6350.00
HATS-1 b,HATS-1,1,0,3.44645900,0.044400,14.594,1.302,589.55000,1.85500,Mass,1.030000,,5870.00
HATS-10 b,HATS-10,1,0,3.31284600,0.044910,10.862,0.969,167.17858,0.52600,Mass,0.700000,,5880.00
HATS-11 b,HATS-11,1,0,3.61918800,0.050700,18.030,1.609,263.79890,0.83000,Mass,0.315000,G0,6563.00
HATS-12 b,HATS-12,1,0,3.14270200,0.044100,7.760,0.692,759.61370,2.39000,Mass,1.120000,F,6357.00
HATS-13 b,HATS-13,1,0,3.04404990,0.040570,13.585,1.212,172.58169,0.54300,Mass,0.377000,,5523.00
HATS-14 b,HATS-14,1,0,2.76676410,0.038150,11.646,1.039,340.39593,1.07100,Mass,1.191000,,5346.00
HATS-15 b,HATS-15,1,0,1.74748753,0.027120,12.386,1.105,689.69110,2.17000,Mass,1.970000,G9 V,5311.00
HATS-16 b,HATS-16,1,0,2.68650200,0.037440,14.572,1.300,1039.30410,3.27000,Mass,1.860000,G3 V,5738.00
HATS-17 b,HATS-17,1,0,16.25461100,0.130800,8.709,0.777,425.25654,1.33800,Mass,3.500000,G V,5846.00
HATS-18 b,HATS-18,1,0,0.83784000,0.017400,14.897,1.329,629.14449,1.97950,Mass,1.116900,G V,5600.00
HATS-2 b,HATS-2,1,0,1.35413379,0.023170,12.576,1.122,435.42492,1.37000,Mass,1.206840,K,5227.00
HATS-22 b,HATS-22,1,0,4.72281240,0.050250,10.682,0.953,870.85420,2.74000,Mass,3.890000,K V,4803.00
HATS-23 b,HATS-23,1,0,2.16051560,0.033970,20.849,1.860,467.21010,1.47000,Mass,0.290000,G V,5780.00
HATS-24 b,HATS-24,1,0,1.34849780,0.023800,15.637,1.395,718.29580,2.26000,Mass,1.030000,F V,6125.00
HATS-25 b,HATS-25,1,0,4.29864320,0.051630,14.123,1.260,194.82979,0.61300,Mass,0.380000,G,5715.00
HATS-26 b,HATS-26,1,0,3.30238810,0.047350,19.616,1.750,206.58950,0.65000,Mass,0.153000,F,6071.00
HATS-27 b,HATS-27,1,0,4.63703800,0.061100,16.814,1.500,168.44990,0.53000,Mass,0.180000,F,6438.00
HATS-28 b,HATS-28,1,0,3.18107810,0.041310,13.384,1.194,213.58176,0.67200,Mass,0.480000,G,5498.00
HATS-29 b,HATS-29,1,0,4.60587490,0.054750,14.022,1.251,207.54299,0.65300,Mass,0.411000,G,5670.00
HATS-3 b,HATS-3,1,0,3.54785100,0.048500,15.480,1.381,340.38200,1.07100,Mass,0.510000,F,6351.00
HATS-30 b,HATS-30,1,0,3.17435160,0.043540,13.171,1.175,224.38798,0.70600,Mass,0.543000,G,5943.00
HATS-31 b,HATS-31,1,0,3.37796000,0.047800,18.383,1.640,279.69040,0.88000,Mass,0.243000,,6050.00
HATS-32 b,HATS-32,1,0,2.81265480,0.040240,14.000,1.249,292.40360,0.92000,Mass,0.580000,,5700.00
HATS-33 b,HATS-33,1,0,2.54955510,0.037270,13.787,1.230,378.85336,1.19200,Mass,0.790000,,5659.00
HATS-34 b,HATS-34,1,0,2.10616070,0.031660,16.029,1.430,299.07803,0.94100,Mass,0.400000,,5380.00
HATS-35 b,HATS-35,1,0,1.82099930,0.031990,16.410,1.464,388.38826,1.22200,Mass,0.484000,,6300.00
HATS-36 b,HATS-36,1,0,4.17518600,0.052300,12.920,1.153,1022.14128,3.21600,Mass,2.120000,G0 V,5950.00
HATS-37 A b,HATS-37 A,1,0,4.33153660,0.049130,6.793,0.606,31.46517,0.09900,Mass,0.550000,,5326.00
HATS-38 b,HATS-38,1,0,4.37502100,0.050360,6.882,0.614,23.51942,0.07400,Mass,0.403000,,5732.00
HATS-39 b,HATS-39,1,0,4.57763480,0.060070,17.598,1.570,200.23290,0.63000,Mass,0.202000,,6572.00
HATS-4 b,HATS-4,1,0,2.51672900,0.036200,11.433,1.020,420.47100,1.32300,Mass,1.550000,G,5403.00
HATS-40 b,HATS-40,1,0,3.26427360,0.049970,17.710,1.580,505.34970,1.59000,Mass,0.490000,,6460.00
HATS-41 b,HATS-41,1,0,4.19364900,0.058300,14.908,1.330,3082.95100,9.70000,Mass,5.100000,,6424.00
HATS-42 b,HATS-42,1,0,2.29210200,0.036890,15.693,1.400,597.52040,1.88000,Mass,0.830000,,6060.00
HATS-43 b,HATS-43,1,0,4.38884970,0.049440,13.227,1.180,82.95363,0.26100,Mass,0.191000,,5099.00
HATS-44 b,HATS-44,1,0,2.74390040,0.036490,11.960,1.067,177.98480,0.56000,Mass,0.560000,,5080.00
HATS-45 b,HATS-45,1,0,4.18762440,0.055110,14.415,1.286,222.48100,0.70000,Mass,0.410000,,6450.00
HATS-46 b,HATS-46,1,0,4.74237290,0.053670,10.122,0.903,54.98459,0.17300,Mass,0.280000,,5495.00
HATS-47 b,HATS-47,1,0,3.92280380,0.042690,12.520,1.117,117.27927,0.36900,Mass,0.331000,,4512.00
HATS-48 A b,HATS-48 A,1,0,3.13166660,0.037690,8.967,0.800,77.23269,0.24300,Mass,0.589000,,4546.00
HATS-49 b,HATS-49,1,0,4.14804670,0.045150,8.575,0.765,112.19399,0.35300,Mass,0.986000,,4405.00
HATS-5 b,HATS-5,1,0,4.76338700,0.054200,10.223,0.912,75.32300,0.23700,Mass,0.390000,G,5304.00
HATS-50 b,HATS-50,1,0,3.82970150,0.050460,12.666,1.130,123.95370,0.39000,Mass,0.330000,,5990.00
HATS-51 b,HATS-51,1,0,3.34887020,0.046390,15.805,1.410,244.09344,0.76800,Mass,0.340000,,5758.00
HATS-52 b,HATS-52,1,0,1.36665436,0.024980,15.491,1.382,711.93920,2.24000,Mass,1.060000,,6010.00
HATS-53 b,HATS-53,1,0,3.85377680,0.047530,15.020,1.340,189.10885,0.59500,Mass,0.303000,,5644.00
HATS-54 b,HATS-54,1,0,2.54417650,0.037000,11.377,1.015,239.32479,0.75300,Mass,0.770000,G6 V,5621.00
HATS-55 b,HATS-55,1,0,4.20420010,0.054120,14.022,1.251,292.72143,0.92100,Mass,0.587000,,6214.00
HATS-56 b,HATS-56,1,0,4.32479900,0.060430,18.921,1.688,191.33366,0.60200,Mass,0.155000,,6536.00
HATS-57 b,HATS-57,1,0,2.35062100,0.034930,12.767,1.139,1000.21101,3.14700,Mass,2.650000,,5587.00
HATS-58 A b,HATS-58 A,1,0,4.21808960,0.057980,12.274,1.095,327.36490,1.03000,Mass,0.960000,,7175.00
HATS-59 b,HATS-59,2,0,5.41608100,0.061120,12.621,1.126,256.17098,0.80600,Mass,0.700000,,5670.00
HATS-59 c,HATS-59,2,0,1422.00000000,2.504000,12.300,1.100,4036.44100,12.70000,Msini,11.900000,,5670.00
HATS-6 b,HATS-6,1,0,3.32527250,0.036230,11.187,0.998,101.38777,0.31900,Mass,0.399000,M1 V,3724.00
HATS-60 b,HATS-60,1,0,3.56082900,0.047080,12.924,1.153,210.40346,0.66200,Mass,0.537000,,5688.00
HATS-61 b,HATS-61,1,0,7.81795300,0.079080,13.395,1.195,1080.62200,3.40000,Mass,2.470000,,5542.00
HATS-62 b,HATS-62,1,0,3.27688370,0.041630,11.825,1.055,56.89157,0.17900,Mass,0.076000,,5416.00
HATS-63 b,HATS-63,1,0,3.05665270,0.040260,13.529,1.207,305.11680,0.96000,Mass,0.670000,,5627.00
HATS-64 b,HATS-64,1,0,4.90889700,0.065620,18.820,1.679,305.11680,0.96000,Mass,0.245000,,6554.00
HATS-65 b,HATS-65,1,0,3.10516100,0.044970,16.825,1.501,260.93843,0.82100,Mass,0.300000,,6277.00
HATS-66 b,HATS-66,1,0,3.14143910,0.047140,15.816,1.411,1694.03390,5.33000,Mass,2.340000,,6626.00
HATS-67 b,HATS-67,1,0,1.60917880,0.030320,18.887,1.685,460.85350,1.45000,Mass,0.374000,,6594.00
HATS-68 b,HATS-68,1,0,3.58622020,0.050710,13.809,1.232,410.00070,1.29000,Mass,0.856000,,6147.00
HATS-69 b,HATS-69,1,0,2.22525770,0.032110,10.593,0.945,183.38791,0.57700,Mass,0.460000,,5137.00
HATS-7 b,HATS-7,1,0,3.18531500,0.040120,6.311,0.563,38.13960,0.12000,Mass,0.830000,K2,4985.00
HATS-70 b,HATS-70,1,0,1.88823780,0.036320,15.513,1.384,4100.00700,12.90000,Mass,6.640000,,7930.00
HATS-71 b,HATS-71,1,0,3.79552020,0.037450,11.478,1.024,117.59710,0.37000,Mass,0.420000,M3 V,3405.00
HATS-72 b,HATS-72,1,0,7.32794740,0.066517,8.097,0.722,39.85588,0.12540,Mass,0.411000,,4656.10
HATS-74 A b,HATS-74 A,1,0,1.73185606,0.023840,11.568,1.032,464.02947,1.46000,Mass,1.640000,,3776.90
HATS-75 b,HATS-75,1,0,2.78865560,0.032742,9.909,0.884,156.05375,0.49100,Mass,0.878000,,3790.40
HATS-76 b,HATS-76,1,0,1.94164230,0.026580,12.094,1.079,835.57088,2.62900,Mass,2.580000,,4016.00
HATS-77 b,HATS-77,1,0,3.08762620,0.036070,13.058,1.165,436.69623,1.37400,Mass,1.077000,,4071.00
HATS-8 b,HATS-8,1,0,3.58389300,0.046670,9.785,0.873,43.86054,0.13800,Mass,0.259000,,5679.00
HATS-9 b,HATS-9,1,0,1.91529100,0.031200,13.850,1.236,266.02371,0.83700,Mass,0.626000,,5599.00
HD 100655 b,HD 100655,1,0,157.57001000,0.680000,13.500,1.210,511.70630,1.61000,Msini,1.140000,G9 III,4891.00
HD 100777 b,HD 100777,1,0,383.00000000,1.060000,13.700,1.220,390.92894,1.23000,Mass,0.835000,G8 V,5533.00
HD 10180 c,HD 10180,6,0,5.75969000,0.064120,3.680,0.328,13.10000,0.04122,Msin(i)/sin(i),1.440000,G1 V,5911.00
HD 10180 d,HD 10180,6,0,16.35700000,0.128590,3.450,0.308,11.75000,0.03697,Msin(i)/sin(i),1.570000,G1 V,5911.00
HD 10180 e,HD 10180,6,0,49.74800000,0.269900,5.390,0.481,25.10000,0.07900,Msin(i)/sin(i),0.881000,G1 V,5911.00
